-477.5;-492.5;-492.5;0.000319447
-432.5;-492.5;-492.5;0.000319447
-282.5;-492.5;-492.5;0.000319428
-222.5;-492.5;-492.5;0.000319386
-192.5;-492.5;-492.5;0.00031935
-177.5;-492.5;-492.5;0.000319328
-162.5;-492.5;-492.5;0.000319303
-147.5;-492.5;-492.5;0.000319276
-117.5;-492.5;-492.5;0.000319217
-87.5;-492.5;-492.5;0.000319159
-57.5;-492.5;-492.5;0.00031911
-12.5;-492.5;-492.5;0.000319069
2.5;-492.5;-492.5;0.000319066
47.5;-492.5;-492.5;0.000319095
62.5;-492.5;-492.5;0.000319116
77.5;-492.5;-492.5;0.00031914
137.5;-492.5;-492.5;0.000319255
152.5;-492.5;-492.5;0.000319283
182.5;-492.5;-492.5;0.000319334
212.5;-492.5;-492.5;0.000319374
317.5;-492.5;-492.5;0.000319438
332.5;-492.5;-492.5;0.000319441
347.5;-492.5;-492.5;0.000319443
377.5;-492.5;-492.5;0.000319445
392.5;-492.5;-492.5;0.000319446
407.5;-492.5;-492.5;0.000319446
422.5;-492.5;-492.5;0.000319446
437.5;-492.5;-492.5;0.000319447
452.5;-492.5;-492.5;0.000319447
482.5;-492.5;-492.5;0.000319447
497.5;-492.5;-492.5;0.000319447
-462.5;-477.5;-492.5;0.000319447
-312.5;-477.5;-492.5;0.000319434
-282.5;-477.5;-492.5;0.000319422
-222.5;-477.5;-492.5;0.00031937
-207.5;-477.5;-492.5;0.000319349
-162.5;-477.5;-492.5;0.000319266
-132.5;-477.5;-492.5;0.000319197
-102.5;-477.5;-492.5;0.000319124
-72.5;-477.5;-492.5;0.000319057
-27.5;-477.5;-492.5;0.000318988
-12.5;-477.5;-492.5;0.000318978
2.5;-477.5;-492.5;0.000318975
32.5;-477.5;-492.5;0.000318992
47.5;-477.5;-492.5;0.000319011
77.5;-477.5;-492.5;0.000319065
92.5;-477.5;-492.5;0.000319098
122.5;-477.5;-492.5;0.00031917
152.5;-477.5;-492.5;0.000319241
167.5;-477.5;-492.5;0.000319274
197.5;-477.5;-492.5;0.000319331
227.5;-477.5;-492.5;0.000319375
242.5;-477.5;-492.5;0.000319392
272.5;-477.5;-492.5;0.000319416
287.5;-477.5;-492.5;0.000319424
332.5;-477.5;-492.5;0.000319439
467.5;-477.5;-492.5;0.000319447
497.5;-477.5;-492.5;0.000319447
-492.5;-462.5;-492.5;0.000319447
-477.5;-462.5;-492.5;0.000319447
-447.5;-462.5;-492.5;0.000319446
-432.5;-462.5;-492.5;0.000319446
-402.5;-462.5;-492.5;0.000319445
-387.5;-462.5;-492.5;0.000319444
-372.5;-462.5;-492.5;0.000319443
