Time;ID;x;y;z;radius;volume_total;radius_nuclear;contact_ECM;freezer;polarized_fraction;motility;cell_line;Cell_cell;phase;Cycle;NFkB
1260;0;-48.4399;-0.275115;-83.0503;8.66723;2727.28;4.9346;0;0;6.01298e-62;0.01;0;3.84692;102;0;-1
1260;1;-36.2959;-24.081;-88.4184;10.1234;4345.79;5.77738;0;0;1.46801e-61;0.01;0;3.94214;102;0;-1
1260;2;-38.0972;-8.10979;-91.9695;8.58851;2653.64;4.90586;0;0;4.81038e-62;0.01;0;3.17085;102;0;-1
1260;3;-32.7645;0.201174;-80.0855;9.17305;3233.18;5.26757;0;0;2.86721e-61;0.01;0;5.60456;102;0;-1
1260;4;-37.0326;18.1568;-82.3085;10.1928;4435.81;5.80641;0;0;3.07865e-62;0.01;0;3.54152;102;0;-1
1260;5;-18.4414;-41.0206;-88.8131;9.48702;3576.67;5.41652;0;0;6.01298e-62;0.01;0;3.64634;102;0;-1
1260;6;-20.8891;-26.6579;-82.0832;8.90203;2954.99;5.07905;0;0;4.81038e-62;0.01;0;5.70739;102;0;-1
1260;7;-23.5236;-11.7388;-86.4262;8.88996;2942.98;5.07951;0;0;3.07865e-62;0.01;0;4.18132;102;0;-1
1260;8;-21.7486;11.2317;-82.7988;9.12428;3181.89;5.21719;0;0;7.51623e-62;0.01;0;5.21776;102;0;-1
1260;9;-22.8715;27.7752;-83.8754;9.30371;3373.31;5.30771;0;0;3.84831e-62;0.01;0;3.86405;102;0;-1
1260;10;-8.19609;-48.4982;-79.5169;8.32897;2420.26;4.73044;0;0;3.07865e-62;0.01;0;5.16222;102;0;-1
1260;11;-5.74727;-33.0593;-81.3126;9.49318;3583.63;5.40718;0;0;3.84831e-62;0.01;0;5.67324;102;0;-1
1260;12;-7.7103;-17.2446;-82.7193;9.16549;3225.19;5.23853;0;0;1.17441e-61;0.01;0;4.90519;102;0;-1
1260;13;-9.50384;-0.234632;-85.5634;10.486;4829.71;5.98808;0;0;4.81038e-62;0.01;0;4.00586;102;0;-1
1260;14;-7.60522;20.3352;-87.125;10.4846;4827.74;5.96997;0;0;3.07865e-62;0.01;0;3.90982;102;0;-1
1260;15;-9.03754;35.7468;-77.6313;9.84215;3993.54;5.6216;0;0;3.84831e-62;0.01;0;4.57833;102;0;-1
1260;16;7.81446;-43.7332;-80.759;10.2828;4554.26;5.84994;0;0;3.07865e-62;0.01;0;3.97769;102;0;-1
1260;17;9.0935;-23.6385;-82.052;10.3071;4586.73;5.86723;0;0;4.81038e-62;0.01;0;5.09701;102;0;-1
1260;18;13.9121;-8.09293;-87.9765;8.96803;3021.2;5.13931;0;0;6.01298e-62;0.01;0;3.165;102;0;-1
1260;19;11.7928;6.37322;-81.1054;8.86076;2914.08;5.06013;0;0;3.84831e-62;0.01;0;4.18406;102;0;-1
1260;20;15.9972;28.396;-82.0827;9.12637;3184.07;5.22338;0;0;9.39528e-62;0.01;0;5.26378;102;0;-1
1260;21;13.0089;38.8636;-93.291;8.38425;2468.77;4.78013;0;0;7.51623e-62;0.01;0;1.9591;102;0;-1
1260;22;26.0551;-52.9567;-80.6211;9.5958;3701.12;5.47583;0;0;4.81038e-62;0.01;0;3.64609;102;0;-1
1260;23;26.8617;-39.8417;-92.8107;10.3525;4647.6;5.91308;0;0;4.81038e-62;0.01;0;1.78147;102;0;-1
1260;24;24.365;-16.7825;-80.3008;8.64561;2706.92;4.92318;0;0;3.07865e-62;0.01;0;5.14594;102;0;-1
1260;25;25.9953;-0.80064;-81.3211;8.75447;2810.46;5.00695;0;0;4.81038e-62;0.01;0;5.68701;102;0;-1
1260;26;25.3523;15.1861;-82.5139;9.11925;3176.62;5.21563;0;0;6.01298e-62;0.01;0;5.00618;102;0;-1
1260;27;25.5501;42.1261;-83.558;10.0144;4206.93;5.70345;0;0;3.07865e-62;0.01;0;4.6028;102;0;-1
1260;28;41.1077;-43.8812;-82.7972;10.1639;4398.2;5.78763;0;0;6.01298e-62;0.01;0;3.64277;102;0;-1
1260;29;34.485;-28.1532;-82.8204;8.68276;2741.97;4.9405;0;0;3.07865e-62;0.01;0;3.97837;102;0;-1
1260;30;39.5071;-11.4599;-84.3136;10.4315;4754.81;5.94567;0;0;6.01298e-62;0.01;0;3.56971;102;0;-1
1260;31;41.1556;6.97643;-82.748;10.4872;4831.34;5.97614;0;0;1.17441e-61;0.01;0;4.76502;102;0;-1
1260;32;35.0943;27.8953;-88.9047;10.3073;4586.94;5.87659;0;0;2.29377e-61;0.01;0;3.3086;102;0;-1
1260;33;-69.4104;-10.0056;-65.1349;9.55656;3655.89;5.45387;0;0;3.07865e-62;0.01;0;2.86688;102;0;-1
1260;34;-61.964;-43.7102;-67.1387;10.1776;4415.89;5.80644;0;0;6.01298e-62;0.01;0;3.22343;102;0;-1
1260;35;-51.2517;-24.5405;-77.9452;9.60003;3706.01;5.48978;0;0;3.07865e-62;0.01;0;3.48131;102;0;-1
1260;36;-54.6869;-9.0099;-71.8074;8.62106;2683.92;4.90813;0;0;6.01298e-62;0.01;0;4.98043;102;0;-1
1260;37;-57.3576;8.12585;-70.7082;10.5173;4873.1;5.98309;0;0;7.51623e-62;0.01;0;3.83281;102;0;-1
1260;38;-60.1862;35.0294;-75.083;8.6062;2670.07;4.89486;0;0;3.84831e-62;0.01;0;1.95651;102;0;-1
1260;39;-60.7403;47.5741;-64.8051;9.83462;3984.39;5.61084;0;0;4.81038e-62;0.01;0;3.63759;102;0;-1
1260;40;-38.5333;-52.2412;-78.5542;9.25029;3315.55;5.28877;0;0;3.07865e-62;0.01;0;3.66114;102;0;-1
