simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0828144	18999	329.353
30	1203	66	0	85.8152	0.00314736	17.0269
60	1203	0	0	74.9877	9.87104e-10	0.275735
90	1203	0	0	74.9882	3.09584e-16	0.00446527
120	1203	0	0	74.8952	9.70946e-23	7.23109e-05
150	1203	0	0	74.9917	3.04517e-29	1.17101e-06
180	1203	0	0	75.1084	9.55052e-36	1.89634e-08
210	1203	0	0	83.4949	2.99532e-42	264.507
240	1203	0	0	74.9136	9.39419e-49	4.28344
270	1203	0	0	75.0824	2.94629e-55	0.0693664
300	1203	0	0	75.0165	9.24041e-62	0.00112332
330	1203	0	0	75.0656	2.89806e-68	1.81912e-05
360	1203	0	0	74.8423	9.08915e-75	2.94589e-07
390	1203	0	0	75.026	2.85062e-81	4.77059e-09
420	1202	0	1	83.5712	8.94037e-88	67.3047
450	1201	0	1	74.8899	2.80396e-94	1.08994
480	1201	0	0	75.6569	8.79403e-101	0.0176505
510	1201	0	0	75.0476	2.75806e-107	0.000285834
540	1201	0	0	74.848	8.65008e-114	4.62881e-06
570	1201	0	0	74.8779	2.71291e-120	7.49592e-08
600	1201	0	0	75.0013	8.50848e-127	1.21389e-09
630	1201	0	0	83.6225	2.66851e-133	17.028
660	1201	0	0	74.7735	8.3692e-140	0.275753
690	1201	0	0	75.1054	2.62482e-146	0.00446556
720	1201	0	0	74.8973	8.23221e-153	7.23156e-05
750	1201	0	0	75.1599	2.58186e-159	1.17108e-06
780	1201	0	0	74.8488	8.09745e-166	1.89646e-08
810	1201	0	0	83.6608	2.5396e-172	266.028
840	1201	0	0	74.846	7.9649e-179	4.30807
870	1201	0	0	75.1142	2.49802e-185	0.0697652
900	1201	0	0	74.9165	7.83453e-192	0.00112978
930	1201	0	0	75.9656	2.45713e-198	1.82958e-05
960	1201	0	0	75.0247	7.70628e-205	2.96283e-07
990	1201	0	0	74.9382	2.41691e-211	4.79802e-09
1020	1201	0	0	83.7402	7.58014e-218	67.3047
1050	1201	0	0	74.7267	2.37735e-224	1.08994
1080	1201	0	0	75.0378	7.45605e-231	0.0176505
1110	1201	0	0	74.9273	2.33843e-237	0.000285834
1140	1201	0	0	74.9923	7.33401e-244	4.62881e-06
1170	1201	0	0	74.8702	2.30016e-250	7.49592e-08
1200	1201	0	0	74.7983	7.21395e-257	1.21389e-09
1230	1201	0	0	83.6243	2.2625e-263	17.028
1260	1201	0	0	75.1224	7.09587e-270	0.275753
1290	1201	0	0	75.0519	2.22547e-276	0.00446556
1320	1201	0	0	75.0921	6.97971e-283	7.23156e-05
1350	1201	0	0	74.8863	2.18904e-289	1.17108e-06
1380	1201	0	0	76.0758	6.86546e-296	1.89646e-08
1410	1201	0	0	83.3489	0	266.028
1440	1201	0	0	73.5462	0	4.30807
1440.02	1201	0	0	0.13757	0	4.29625
