Time;ID;x;y;z;radius;volume_total;radius_nuclear;contact_ECM;freezer;polarized_fraction;motility;cell_line;Cell_cell;phase;Cycle;NFkB
30;0;-49.9689;-5.32007;-84.2508;8.66585;2725.98;5.20668;0;0;0.0120623;0.01;0;2.75469;101;0;-1
30;1;-35.0481;-31.6796;-85.3674;10.0316;4228.61;6.03589;0;0;0.023227;0.01;0;3.05851;101;0;-1
30;2;-37.8672;-14.3465;-87.3463;8.65072;2711.72;5.19816;0;0;0.0150215;0.01;0;2.73852;101;0;-1
30;3;-36.1065;1.73898;-83.4866;9.11665;3173.91;5.49438;0;0;0.0186895;0.01;0;4.44341;101;0;-1
30;4;-34.7176;19.2581;-84.0819;10.2483;4508.62;6.16105;0;0;0.0120623;0.01;0;3.64841;101;0;-1
30;5;-20.0218;-39.9397;-89.3151;9.51736;3611.09;5.72637;0;0;0.0120623;0.01;0;3.76225;101;0;-1
30;6;-20.1497;-23.8959;-84.4796;8.87199;2925.17;5.35796;0;0;0.0357137;0.01;0;5.04744;101;0;-1
30;7;-20.1706;-7.94243;-83.9999;8.87061;2923.81;5.34797;0;0;0.0150215;0.01;0;4.16585;101;0;-1
30;8;-20.0886;11.384;-85.0466;9.12505;3182.69;5.50015;0;0;0.0186895;0.01;0;4.46;101;0;-1
30;9;-20.3674;28.6222;-84.2249;9.30568;3375.46;5.60327;0;0;0.0150215;0.01;0;3.94929;101;0;-1
30;10;-8.42242;-44.5966;-78.6241;8.37256;2458.46;5.0315;0;0;0.0186895;0.01;0;5.855;101;0;-1
30;11;-6.62973;-31.3946;-86.8517;9.43225;3515.07;5.67852;0;0;0.0186895;0.01;0;4.87402;101;0;-1
30;12;-6.718;-15.4199;-85.7577;9.10842;3165.33;5.48775;0;0;0.0150215;0.01;0;5.02799;101;0;-1
30;13;-6.13386;1.93569;-86.5324;10.3443;4636.52;6.22098;0;0;0.023227;0.01;0;4.54958;101;0;-1
30;14;-5.73528;19.944;-84.1176;10.3659;4665.64;6.23275;0;0;0.0186895;0.01;0;5.53579;101;0;-1
30;15;-5.87499;37.9529;-83.8122;9.89824;4062.22;5.95508;0;0;0.0150215;0.01;0;3.62523;101;0;-1
30;16;6.56623;-41.6427;-85.4728;10.2845;4556.54;6.18349;0;0;0.0150215;0.01;0;4.81665;101;0;-1
30;17;8.11489;-22.8416;-84.181;10.2555;4518.12;6.16828;0;0;0.023227;0.01;0;6.00759;101;0;-1
30;18;11.2947;-6.59779;-86.9214;8.93401;2986.95;5.38813;0;0;0.023227;0.01;0;3.39929;101;0;-1
30;19;8.77339;11.7758;-84.8148;8.90602;2958.96;5.37265;0;0;0.023227;0.01;0;4.52822;101;0;-1
30;20;8.90346;28.6518;-85.0979;9.04472;3099.38;5.44603;0;0;0.0120623;0.01;0;5.07554;101;0;-1
30;21;10.9177;42.0007;-93.7585;8.31897;2411.55;4.99879;0;0;0.0150215;0.01;0;1.95733;101;0;-1
30;22;22.2792;-49.6059;-83.2999;9.63491;3746.55;5.79713;0;0;0.0150215;0.01;0;3.5162;101;0;-1
30;23;22.4681;-32.6925;-87.3591;10.2808;4551.65;6.18186;0;0;0.0150215;0.01;0;4.71368;101;0;-1
30;24;23.2841;-16.3622;-83.6743;8.64125;2702.83;5.20269;0;0;0.023227;0.01;0;5.1999;101;0;-1
30;25;22.2709;4.09632;-85.7679;8.74952;2805.7;5.28212;0;0;0.0288261;0.01;0;4.39228;101;0;-1
30;26;23.0162;19.8497;-83.1244;9.07512;3130.73;5.46647;0;0;0.0150215;0.01;0;5.48218;101;0;-1
30;27;23.2807;37.1272;-84.1665;10.0534;4256.2;6.04445;0;0;0.0120623;0.01;0;4.91989;101;0;-1
30;28;37.887;-40.897;-83.8275;10.1865;4427.52;6.12558;0;0;0.0150215;0.01;0;3.63394;101;0;-1
30;29;36.5863;-23.8385;-84.0356;8.65014;2711.17;5.19777;0;0;0.0150215;0.01;0;4.29547;101;0;-1
30;30;36.6157;-6.4237;-84.7875;10.327;4613.27;6.21195;0;0;0.0357137;0.01;0;3.41294;101;0;-1
30;31;37.4864;10.2607;-85.8406;10.4084;4723.22;6.2567;0;0;0.0150215;0.01;0;3.39946;101;0;-1
30;32;37.7751;28.8345;-86.9898;10.2728;4540.99;6.1768;0;0;0.0150215;0.01;0;3.6957;101;0;-1
30;33;-71.464;-14.6744;-69.2083;9.57154;3673.11;5.76191;0;0;0.0186895;0.01;0;2.52368;101;0;-1
30;34;-57.9758;-42.1072;-70.0242;10.1785;4417.09;6.11912;0;0;0.0120623;0.01;0;3.64704;101;0;-1
30;35;-58.8834;-25.5468;-72.049;9.49278;3583.18;5.7136;0;0;0.0150215;0.01;0;4.29092;101;0;-1
30;36;-56.8117;-10.2361;-72.1286;8.64653;2707.78;5.19552;0;0;0.0150215;0.01;0;4.84913;101;0;-1
30;37;-57.3958;3.33557;-68.7873;8.20945;2317.56;4.93721;0;0;0.1;0.01;0;4.29459;1;0;-1
30;38;-59.0074;31.4973;-72.1557;8.64203;2703.56;5.19703;0;0;0.0186895;0.01;0;3.2789;101;0;-1
30;39;-55.7622;46.7177;-69.5097;9.68496;3805.24;5.83208;0;0;0.023227;0.01;0;3.46888;101;0;-1
30;40;-42.439;-50.6123;-71.9032;9.27074;3337.58;5.57919;0;0;0.0150215;0.01;0;2.83777;101;0;-1
30;41;-43.5147;-32.4238;-70.1727;9.64869;3762.64;5.80392;0;0;0.0120623;0.01;0;5.28909;101;0;-1
30;42;-38.8865;-9.92254;-73.7521;8.3948;2478.11;5.04501;0;0;0.023227;0.01;0;5.60319;101;0;-1
30;43;-41.798;3.29342;-68.6091;8.67725;2736.75;5.21351;0;0;0.0120623;0.01;0;5.8476;101;0;-1
30;44;-41.0945;17.6667;-69.5068;8.60313;2667.21;5.17067;0;0;0.0288261;0.01;0;6.28492;101;0;-1
30;45;-42.2909;36.4358;-69.8773;9.67482;3793.31;5.81992;0;0;0.0150215;0.01;0;5.59709;101;0;-1
30;46;-41.372;53.2021;-70.7515;8.63851;2700.26;5.19102;0;0;0.0186895;0.01;0;3.96931;101;0;-1
30;47;-28.1976;-56.9774;-68.2684;8.87453;2927.69;5.35051;0;0;0.0186895;0.01;0;4.9557;101;0;-1
30;48;-31.9553;-41.0045;-65.6814;8.43017;2509.56;5.0643;0;0;0.0120623;0.01;0;5.44854;101;0;-1
30;49;-28.2512;-24.17;-71.5182;8.95658;3009.64;5.40212;0;0;0.023227;0.01;0;5.49497;101;0;-1
30;50;-25.8531;-7.16891;-69.9159;8.64878;2709.9;5.19686;0;0;0.0150215;0.01;0;5.87443;101;0;-1
30;51;-27.2202;9.4142;-71.2089;9.49131;3581.52;5.71688;0;0;0.0288261;0.01;0;6.26673;101;0;-1
30;52;-27.8298;27.2927;-68.8378;10.1851;4425.73;6.12684;0;0;0.023227;0.01;0;6.50442;101;0;-1
30;53;-28.2167;44.8496;-71.6803;9.51825;3612.1;5.73054;0;0;0.0150215;0.01;0;5.44372;101;0;-1
30;54;-27.1976;61.9612;-68.7622;9.98214;4166.39;6.00428;0;0;0.0150215;0.01;0;4.05985;101;0;-1
30;55;-13.2927;-64.9976;-69.2849;10.0569;4260.69;6.05058;0;0;0.0186895;0.01;0;3.68532;101;0;-1
30;56;-14.1854;-49.8095;-66.2128;8.64405;2705.46;5.20346;0;0;0.023227;0.01;0;6.1963;101;0;-1
30;57;-13.2126;-32.1023;-71.2941;9.07847;3134.2;5.47054;0;0;0.023227;0.01;0;6.42197;101;0;-1
30;58;-13.5612;-15.7784;-71.0424;9.47043;3557.93;5.70545;0;0;0.0186895;0.01;0;7.16239;101;0;-1
30;59;-12.7139;1.62995;-70.0797;9.60125;3707.43;5.78178;0;0;0.0288261;0.01;0;6.82298;101;0;-1
30;60;-13.1567;18.1196;-69.2608;8.98963;3043.08;5.41748;0;0;0.0186895;0.01;0;5.98428;101;0;-1
30;61;-13.7528;37.0528;-69.4312;9.27242;3339.4;5.58741;0;0;0.0186895;0.01;0;5.98819;101;0;-1
30;62;-13.1467;52.8715;-74.438;9.87761;4036.86;5.94771;0;0;0.0357137;0.01;0;4.52505;101;0;-1
30;63;0.581055;-54.9473;-69.2943;9.20474;3266.8;5.54365;0;0;0.0150215;0.01;0;5.39561;101;0;-1
30;64;1.84348;-39.3257;-68.879;8.96299;3016.11;5.39908;0;0;0.0120623;0.01;0;6.46313;101;0;-1
30;65;1.35237;-22.6194;-68.2766;10.4265;4747.93;6.26803;0;0;0.0150215;0.01;0;7.58334;101;0;-1
30;66;1.60915;-6.9437;-74.0005;10.1105;4329.13;6.07867;0;0;0.0120623;0.01;0;6.57372;101;0;-1
30;67;1.47381;10.7521;-71.2337;8.64431;2705.7;5.19472;0;0;0.0186895;0.01;0;5.43376;101;0;-1
30;68;2.32211;25.7844;-71.1972;8.66507;2725.24;5.21008;0;0;0.0150215;0.01;0;5.86477;101;0;-1
30;69;2.51638;46.5495;-69.1868;9.53768;3634.27;5.74697;0;0;0.0357137;0.01;0;6.27365;101;0;-1
30;70;4.32204;63.6492;-72.9565;9.90287;4067.92;5.96377;0;0;0.1;0.01;0;2.97797;0;0;-1
30;71;14.9935;-64.81;-69.0688;9.52;3614.1;5.73115;0;0;0.0150215;0.01;0;3.62989;101;0;-1
30;72;15.4987;-47.715;-68.4641;8.89217;2945.18;5.35831;0;0;0.0150215;0.01;0;6.50722;101;0;-1
30;73;16.5158;-30.8055;-70.2628;10.3795;4684.03;6.24213;0;0;0.023227;0.01;0;7.44278;101;0;-1
30;74;16.1677;-14.2099;-70.8683;8.64706;2708.29;5.21555;0;0;0.0288261;0.01;0;6.95574;101;0;-1
30;75;15.705;2.19418;-71.3716;9.41167;3492.12;5.66717;0;0;0.0186895;0.01;0;6.46464;101;0;-1
30;76;15.7841;18.4954;-69.372;8.9079;2960.84;5.36671;0;0;0.0150215;0.01;0;6.40987;101;0;-1
30;77;14.7358;35.1726;-69.9316;9.23496;3299.09;5.55914;0;0;0.0120623;0.01;0;6.45059;101;0;-1
30;78;20.3537;56.7627;-71.0902;10.3672;4667.41;6.23358;0;0;0.0186895;0.01;0;3.92885;101;0;-1
30;79;28.7171;-56.2592;-68.0956;8.67071;2730.56;5.22524;0;0;0.0186895;0.01;0;4.91274;101;0;-1
30;80;30.6514;-40.1341;-68.2896;10.0685;4275.4;6.05519;0;0;0.0150215;0.01;0;7.07143;101;0;-1
30;81;30.5099;-22.1609;-70.501;8.66595;2726.07;5.21932;0;0;0.0186895;0.01;0;6.6155;101;0;-1
30;82;30.3212;-6.47772;-69.1153;9.7298;3858.34;5.85457;0;0;0.0120623;0.01;0;6.41008;101;0;-1
30;83;30.9337;11.0977;-69.8658;9.86185;4017.57;5.93774;0;0;0.0357137;0.01;0;6.71382;101;0;-1
30;84;30.4548;28.2175;-70.3584;10.2411;4499.19;6.15691;0;0;0.0120623;0.01;0;7.48338;101;0;-1
30;85;32.0477;44.3644;-71.0052;8.64129;2702.87;5.20297;0;0;0.023227;0.01;0;4.73143;101;0;-1
30;86;44.5151;-50.4636;-69.9904;9.81988;3966.49;5.90639;0;0;0.0120623;0.01;0;3.1906;101;0;-1
30;87;43.9951;-30.6907;-71.0579;9.19236;3253.65;5.53971;0;0;0.0186895;0.01;0;5.11307;101;0;-1
30;88;45.7494;-14.5123;-71.3463;10.1119;4330.97;6.084;0;0;0.023227;0.01;0;6.22571;101;0;-1
30;89;43.9048;0.950917;-69.7896;8.62407;2686.74;5.18254;0;0;0.023227;0.01;0;5.72888;101;0;-1
30;90;43.7488;20.8972;-75.525;8.4139;2495.06;5.05498;0;0;0.0120623;0.01;0;4.57215;101;0;-1
30;91;46.8783;36.2082;-71.1888;10.3643;4663.5;6.23252;0;0;0.023227;0.01;0;4.50939;101;0;-1
30;92;44.7577;52.6361;-70.5411;8.66346;2723.72;5.20541;0;0;0.0120623;0.01;0;2.80614;101;0;-1
30;93;59.8657;-24.7274;-71.0211;10.2477;4507.8;6.16214;0;0;0.0186895;0.01;0;3.53812;101;0;-1
30;94;61.2723;-7.80953;-69.3522;8.92847;2981.4;5.38027;0;0;0.0120623;0.01;0;3.84219;101;0;-1
30;95;61.8894;8.52223;-69.3526;9.92533;4095.65;5.9747;0;0;0.0441547;0.01;0;3.59702;101;0;-1
30;96;-78.7326;-7.90032;-55.2514;9.8869;4048.27;5.94656;0;0;0.0150215;0.01;0;3.75585;101;0;-1
30;97;-78.8511;11.4541;-54.3916;8.87434;2927.5;5.362;0;0;0.0357137;0.01;0;3.3411;101;0;-1
